-3245,-3245,-3245,-3245,-3245,-3245,-3245,-3245,-3245,-3245,-3245,-3245,-3245,-3245,-3245,-3245
-7111,-7111,-7111,-7111,-7111,-7111,-7111,-7111,-7111,-7111,-7111,-7111,-7111,-7111,-7111,-7111
4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476
12672,12672,12672,12672,12672,12672,12672,12672,12672,12672,12672,12672,12672,12672,12672,12672
-5580,-5580,-5580,-5580,-5580,-5580,-5580,-5580,-5580,-5580,-5580,-5580,-5580,-5580,-5580,-5580
-7508,-7508,-7508,-7508,-7508,-7508,-7508,-7508,-7508,-7508,-7508,-7508,-7508,-7508,-7508,-7508
3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735
-6399,-6399,-6399,-6399,-6399,-6399,-6399,-6399,-6399,-6399,-6399,-6399,-6399,-6399,-6399,-6399
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
7319,7319,7319,7319,7319,7319,7319,7319,7319,7319,7319,7319,7319,7319,7319,7319
-7991,-7991,-7991,-7991,-7991,-7991,-7991,-7991,-7991,-7991,-7991,-7991,-7991,-7991,-7991,-7991
4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380,4380
2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703
-17148,-17148,-17148,-17148,-17148,-17148,-17148,-17148,-17148,-17148,-17148,-17148,-17148,-17148,-17148,-17148
1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086
4024,4024,4024,4024,4024,4024,4024,4024,4024,4024,4024,4024,4024,4024,4024,4024
-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000,-5000
7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442,7442
8532,8532,8532,8532,8532,8532,8532,8532,8532,8532,8532,8532,8532,8532,8532,8532
-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309
-7046,-7046,-7046,-7046,-7046,-7046,-7046,-7046,-7046,-7046,-7046,-7046,-7046,-7046,-7046,-7046
3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,3308
7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974,7974
-6944,-6944,-6944,-6944,-6944,-6944,-6944,-6944,-6944,-6944,-6944,-6944,-6944,-6944,-6944,-6944
2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325
13844,13844,13844,13844,13844,13844,13844,13844,13844,13844,13844,13844,13844,13844,13844,13844
14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228
13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513,13513
1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020
-1197,-1197,-1197,-1197,-1197,-1197,-1197,-1197,-1197,-1197,-1197,-1197,-1197,-1197,-1197,-1197
2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427
6047,6047,6047,6047,6047,6047,6047,6047,6047,6047,6047,6047,6047,6047,6047,6047
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
-5578,-5578,-5578,-5578,-5578,-5578,-5578,-5578,-5578,-5578,-5578,-5578,-5578,-5578,-5578,-5578
13104,13104,13104,13104,13104,13104,13104,13104,13104,13104,13104,13104,13104,13104,13104,13104
3375,3375,3375,3375,3375,3375,3375,3375,3375,3375,3375,3375,3375,3375,3375,3375
-5980,-5980,-5980,-5980,-5980,-5980,-5980,-5980,-5980,-5980,-5980,-5980,-5980,-5980,-5980,-5980
8885,8885,8885,8885,8885,8885,8885,8885,8885,8885,8885,8885,8885,8885,8885,8885
-1730,-1730,-1730,-1730,-1730,-1730,-1730,-1730,-1730,-1730,-1730,-1730,-1730,-1730,-1730,-1730
9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116
14252,14252,14252,14252,14252,14252,14252,14252,14252,14252,14252,14252,14252,14252,14252,14252
-7353,-7353,-7353,-7353,-7353,-7353,-7353,-7353,-7353,-7353,-7353,-7353,-7353,-7353,-7353,-7353
-4141,-4141,-4141,-4141,-4141,-4141,-4141,-4141,-4141,-4141,-4141,-4141,-4141,-4141,-4141,-4141
-12147,-12147,-12147,-12147,-12147,-12147,-12147,-12147,-12147,-12147,-12147,-12147,-12147,-12147,-12147,-12147
-14443,-14443,-14443,-14443,-14443,-14443,-14443,-14443,-14443,-14443,-14443,-14443,-14443,-14443,-14443,-14443
-3737,-3737,-3737,-3737,-3737,-3737,-3737,-3737,-3737,-3737,-3737,-3737,-3737,-3737,-3737,-3737
-705,-705,-705,-705,-705,-705,-705,-705,-705,-705,-705,-705,-705,-705,-705,-705
4244,4244,4244,4244,4244,4244,4244,4244,4244,4244,4244,4244,4244,4244,4244,4244
-7748,-7748,-7748,-7748,-7748,-7748,-7748,-7748,-7748,-7748,-7748,-7748,-7748,-7748,-7748,-7748
6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247,6247
13603,13603,13603,13603,13603,13603,13603,13603,13603,13603,13603,13603,13603,13603,13603,13603
-11418,-11418,-11418,-11418,-11418,-11418,-11418,-11418,-11418,-11418,-11418,-11418,-11418,-11418,-11418,-11418
2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056
-725,-725,-725,-725,-725,-725,-725,-725,-725,-725,-725,-725,-725,-725,-725,-725
-5663,-5663,-5663,-5663,-5663,-5663,-5663,-5663,-5663,-5663,-5663,-5663,-5663,-5663,-5663,-5663
16344,16344,16344,16344,16344,16344,16344,16344,16344,16344,16344,16344,16344,16344,16344,16344
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
-5216,-5216,-5216,-5216,-5216,-5216,-5216,-5216,-5216,-5216,-5216,-5216,-5216,-5216,-5216,-5216
3133,3133,3133,3133,3133,3133,3133,3133,3133,3133,3133,3133,3133,3133,3133,3133
3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814,3814
12642,12642,12642,12642,12642,12642,12642,12642,12642,12642,12642,12642,12642,12642,12642,12642
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533
-226,-226,-226,-226,-226,-226,-226,-226,-226,-226,-226,-226,-226,-226,-226,-226
4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917
-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482
824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824
938,938,938,938,938,938,938,938,938,938,938,938,938,938,938,938
4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963,4963
-8599,-8599,-8599,-8599,-8599,-8599,-8599,-8599,-8599,-8599,-8599,-8599,-8599,-8599,-8599,-8599
-14597,-14597,-14597,-14597,-14597,-14597,-14597,-14597,-14597,-14597,-14597,-14597,-14597,-14597,-14597,-14597
12479,12479,12479,12479,12479,12479,12479,12479,12479,12479,12479,12479,12479,12479,12479,12479
-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398,-398
-4853,-4853,-4853,-4853,-4853,-4853,-4853,-4853,-4853,-4853,-4853,-4853,-4853,-4853,-4853,-4853
14751,14751,14751,14751,14751,14751,14751,14751,14751,14751,14751,14751,14751,14751,14751,14751
-5502,-5502,-5502,-5502,-5502,-5502,-5502,-5502,-5502,-5502,-5502,-5502,-5502,-5502,-5502,-5502
-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920,-2920
10871,10871,10871,10871,10871,10871,10871,10871,10871,10871,10871,10871,10871,10871,10871,10871
-3344,-3344,-3344,-3344,-3344,-3344,-3344,-3344,-3344,-3344,-3344,-3344,-3344,-3344,-3344,-3344
10142,10142,10142,10142,10142,10142,10142,10142,10142,10142,10142,10142,10142,10142,10142,10142
23842,23842,23842,23842,23842,23842,23842,23842,23842,23842,23842,23842,23842,23842,23842,23842
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
-8756,-8756,-8756,-8756,-8756,-8756,-8756,-8756,-8756,-8756,-8756,-8756,-8756,-8756,-8756,-8756
8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460
7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174,7174
-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338
1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569
-1665,-1665,-1665,-1665,-1665,-1665,-1665,-1665,-1665,-1665,-1665,-1665,-1665,-1665,-1665,-1665
980,980,980,980,980,980,980,980,980,980,980,980,980,980,980,980
5688,5688,5688,5688,5688,5688,5688,5688,5688,5688,5688,5688,5688,5688,5688,5688
2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134
-2924,-2924,-2924,-2924,-2924,-2924,-2924,-2924,-2924,-2924,-2924,-2924,-2924,-2924,-2924,-2924
-13167,-13167,-13167,-13167,-13167,-13167,-13167,-13167,-13167,-13167,-13167,-13167,-13167,-13167,-13167,-13167
-6058,-6058,-6058,-6058,-6058,-6058,-6058,-6058,-6058,-6058,-6058,-6058,-6058,-6058,-6058,-6058
11205,11205,11205,11205,11205,11205,11205,11205,11205,11205,11205,11205,11205,11205,11205,11205
9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732
16547,16547,16547,16547,16547,16547,16547,16547,16547,16547,16547,16547,16547,16547,16547,16547
